Wall time,Step,Value
1483833039.8088381,50,0.12943120300769806
1483833099.4802167,100,0.1455698013305664
1483833160.4133618,150,0.1430359184741974
1483833220.0396612,200,0.11839029937982559
1483833287.5244093,250,0.14361658692359924
1483833349.8975317,300,0.12301232665777206
1483833411.910135,350,0.12597736716270447
1483833471.658815,400,0.11766472458839417
1483833530.8433669,450,0.13016767799854279
1483833590.1519444,500,0.14300301671028137
1483833650.6969767,550,0.11921966075897217
1483833710.9999063,600,0.11928471177816391
1483833769.245949,650,0.12675143778324127
1483833828.3313313,700,0.12951695919036865
1483833888.4002788,750,0.14090053737163544
1483833946.5570245,800,0.1373119354248047
1483834008.2816474,850,0.13340599834918976
1483834067.3437114,900,0.1198512390255928
1483834128.7529047,950,0.12293315678834915
1483834187.811646,1000,0.13856998085975647
1483834247.547598,1050,0.13552725315093994
1483834307.6636283,1100,0.12447074055671692
1483834365.8284962,1150,0.12176268547773361
1483834425.8082964,1200,0.12404590845108032
1483834483.497824,1250,0.1220034658908844
1483834542.6106062,1300,0.13039913773536682
1483834604.6552591,1350,0.12971040606498718
1483834664.189858,1400,0.11746423691511154
1483834724.1380868,1450,0.12469733506441116
1483834784.3639627,1500,0.13780097663402557
1483834843.9281316,1550,0.11051174253225327
1483834905.5608382,1600,0.1224522665143013
1483834966.6371887,1650,0.12056056410074234
1483835026.616645,1700,0.11923446506261826
1483835088.3444755,1750,0.12118478119373322
1483835148.039529,1800,0.1226956769824028
1483835208.4140475,1850,0.1181667372584343
1483835267.9636865,1900,0.13157105445861816
1483835328.8178282,1950,0.12035694718360901
1483835390.3730114,2000,0.121589295566082
1483835450.0408,2050,0.12111403048038483
1483835508.4841626,2100,0.12810547649860382
1483835570.9747334,2150,0.12468314170837402
1483835630.4902725,2200,0.11766238510608673
1483835689.7125697,2250,0.12019645422697067
1483835749.3890808,2300,0.11812637746334076
1483835809.9377792,2350,0.13590574264526367
1483835869.4717581,2400,0.11955676972866058
1483835930.2424839,2450,0.12232460081577301
1483835990.3301053,2500,0.1305128037929535
1483836050.4122744,2550,0.11130958050489426
1483836109.9441319,2600,0.11818123608827591
1483836170.2744312,2650,0.12080812454223633
1483836233.7590115,2700,0.11905892938375473
1483836292.3329315,2750,0.11775153875350952
1483836352.1901917,2800,0.12219972163438797
1483836411.278743,2850,0.12181346118450165
1483836473.2758129,2900,0.12358540296554565
1483836531.790381,2950,0.12423662841320038
1483836592.0994163,3000,0.1227140724658966
1483836650.6445246,3050,0.1136038601398468
