Wall time,Step,Value
1483737564.9068477,10,0.3452669680118561
1483737601.5229468,20,0.3249644637107849
1483737752.106457,50,0.31004464626312256
1483737865.8187351,100,0.27765247225761414
1483737980.8618052,150,0.2447165697813034
1483738097.6826062,200,0.19843690097332
1483738214.0080235,250,0.1903507262468338
1483738330.1693382,300,0.2129238396883011
1483738435.4262078,350,0.18324774503707886
1483738544.6817994,400,0.2049749344587326
1483738654.1296916,450,0.1584329456090927
1483738763.178384,500,0.17666631937026978
1483738872.5559342,550,0.15030434727668762
1483738979.449537,600,0.19312593340873718
1483739087.9102695,650,0.15914691984653473
1483739196.6796556,700,0.1498815268278122
1483739306.185071,750,0.13878613710403442
1483739415.65022,800,0.17931286990642548
1483739524.0603998,850,0.20452658832073212
1483739630.8652585,900,0.16392061114311218
1483739739.7756453,950,0.15968585014343262
1483739847.4812722,1000,0.14862339198589325
1483739957.153617,1050,0.15772725641727448
1483740067.8204353,1100,0.14596615731716156
1483740172.6548653,1150,0.16121166944503784
1483740282.387907,1200,0.15199564397335052
1483740391.4693446,1250,0.14708012342453003
1483740502.7641432,1300,0.15314389765262604
1483740610.6291387,1350,0.14954984188079834
1483740721.2113526,1400,0.15893277525901794
1483740829.255599,1450,0.1583838015794754
1483740938.5259976,1500,0.14999039471149445
1483741046.6091714,1550,0.18256206810474396
1483741157.0574028,1600,0.15708479285240173
1483741261.7475948,1650,0.15077516436576843
1483741371.6284158,1700,0.15223266184329987
1483741479.6463206,1750,0.14613161981105804
1483741588.7472818,1800,0.175635427236557
1483741699.487472,1850,0.17639435827732086
1483741807.4444733,1900,0.15510937571525574
1483741918.0031238,1950,0.14532470703125
1483742029.7531044,2000,0.15182799100875854
1483742136.9173791,2050,0.16992537677288055
1483742247.9364088,2100,0.14648249745368958
1483742355.1244538,2150,0.15276728570461273
1483742462.5819235,2200,0.15296435356140137
1483742571.620099,2250,0.14765147864818573
1483742681.4927897,2300,0.15830567479133606
1483742789.7822866,2350,0.1527676284313202
1483742898.917226,2400,0.14829294383525848
1483743009.422688,2450,0.15870767831802368
1483743118.1067355,2500,0.1449371874332428
1483743226.2716815,2550,0.13622520864009857
1483743334.946876,2600,0.13530252873897552
1483743444.8683977,2650,0.17568393051624298
1483743552.3258376,2700,0.19486980140209198
1483743662.7122998,2750,0.1526627093553543
1483743770.1529603,2800,0.1538919061422348
1483743878.596672,2850,0.13929124176502228
1483743987.1835127,2900,0.1579812467098236
1483744097.8611717,2950,0.16646726429462433
1483744207.1852903,3000,0.14728932082653046
1483744313.6986105,3050,0.17285437881946564
1483744423.669044,3100,0.14924852550029755
1483744530.693999,3150,0.15365764498710632
1483744637.0254545,3200,0.16280443966388702
1483744746.6254609,3250,0.14744846522808075
1483744856.1386788,3300,0.14539745450019836
1483744964.6200197,3350,0.14762090146541595
1483745071.9725153,3400,0.15931084752082825
1483745183.994494,3450,0.15454167127609253
1483745294.6938243,3500,0.1822539120912552
1483745403.9392166,3550,0.13424129784107208
1483745514.1128592,3600,0.1364777684211731
1483745623.5146995,3650,0.15387830138206482
1483745735.5256734,3700,0.1502397507429123
1483745844.3433597,3750,0.13469049334526062
1483745958.246974,3800,0.1520482450723648
1483746065.2756584,3850,0.14491631090641022
1483746175.359021,3900,0.16035474836826324
1483746283.6828644,3950,0.14423157274723053
1483746391.4214535,4000,0.14706012606620789
1483746501.572997,4050,0.1855490505695343
1483746611.2353678,4100,0.14686168730258942
1483746717.357874,4150,0.16506250202655792
1483746825.7735512,4200,0.1508573442697525
1483746934.1490552,4250,0.16180676221847534
1483747042.015776,4300,0.14421682059764862
1483747153.4042335,4350,0.14965152740478516
1483747262.9662945,4400,0.1319878250360489
1483747372.8004482,4450,0.15690675377845764
1483747481.438136,4500,0.13687852025032043
1483747590.4121807,4550,0.14500460028648376
1483747700.1949189,4600,0.161234050989151
1483747807.1066318,4650,0.14115138351917267
1483747915.4212942,4700,0.15138687193393707
1483748026.5868878,4750,0.16163307428359985
1483748133.7209487,4800,0.1636168360710144
1483748249.7768204,4850,0.16135089099407196
1483748360.6034415,4900,0.15223157405853271
1483748467.8987877,4950,0.13216812908649445
1483748578.7471101,5000,0.15047042071819305
1483748691.8809972,5050,0.1493281126022339
1483748802.011935,5100,0.1488656848669052
1483748909.7422967,5150,0.1468409150838852
1483749018.6391575,5200,0.15215712785720825
1483749129.1460512,5250,0.16968491673469543
1483749237.1476903,5300,0.17268705368041992
1483749349.1966636,5350,0.13825289905071259
1483749458.0567043,5400,0.15551050007343292
1483749568.4349895,5450,0.1514173001050949
1483749678.9728694,5500,0.14430850744247437
1483749785.810414,5550,0.14773355424404144
1483749891.8936799,5600,0.16011568903923035
1483749999.1393182,5650,0.1493113934993744
1483750109.9829373,5700,0.16012242436408997
1483750221.7945251,5750,0.13706457614898682
1483750329.9529693,5800,0.17717359960079193
1483750439.6693895,5850,0.14254553616046906
1483750546.7366219,5900,0.16613437235355377
1483750662.0910373,5950,0.14717833697795868
1483750770.1301973,6000,0.14218638837337494
1483750878.3578825,6050,0.14536112546920776
1483750987.753137,6100,0.1575291007757187
1483751094.7190866,6150,0.15377391874790192
1483751205.9685795,6200,0.167899027466774
1483751314.8959699,6250,0.17763826251029968
1483751425.670696,6300,0.1300537884235382
1483751533.6466477,6350,0.16548582911491394
1483751643.0644112,6400,0.1491570770740509
1483751751.984397,6450,0.14898914098739624
1483751860.5210962,6500,0.12595956027507782
1483751968.372408,6550,0.13601526618003845
1483752075.786248,6600,0.16541966795921326
1483752183.746046,6650,0.16787894070148468
1483752291.0077426,6700,0.16442959010601044
1483752399.0210202,6750,0.14745131134986877
1483752509.582277,6800,0.14503848552703857
1483752614.0535343,6850,0.15499311685562134
1483752724.5283773,6900,0.14144781231880188
1483752831.8274329,6950,0.14250139892101288
1483752944.7075343,7000,0.14012867212295532
1483753050.9112725,7050,0.13613717257976532
1483753160.9429452,7100,0.1647428423166275
1483753267.6421278,7150,0.145706444978714
1483753377.4858983,7200,0.1303023397922516
1483753483.5649269,7250,0.12691934406757355
1483753592.3821013,7300,0.1513976752758026
1483753704.2343209,7350,0.16005095839500427
1483753811.4849005,7400,0.1454078108072281
1483753921.6839023,7450,0.16296952962875366
1483754030.572347,7500,0.13601532578468323
1483754138.7137854,7550,0.17211775481700897
1483754247.60678,7600,0.14143994450569153
1483754355.983551,7650,0.14960281550884247
1483754467.2505667,7700,0.13518808782100677
1483754574.5981185,7750,0.13592268526554108
1483754684.995184,7800,0.1469360888004303
1483754793.0596855,7850,0.14383935928344727
1483754900.6532009,7900,0.16823510825634003
1483755010.0862958,7950,0.1536664217710495
1483755120.7522771,8000,0.13378381729125977
1483755227.3004916,8050,0.12906931340694427
1483755336.2944448,8100,0.17463596165180206
1483755446.804488,8150,0.15887244045734406
1483755554.6765249,8200,0.13510839641094208
1483755664.470615,8250,0.1539422571659088
1483755775.182767,8300,0.1388998180627823
1483755883.5228746,8350,0.14926989376544952
1483755991.9671295,8400,0.14132997393608093
1483756102.1846848,8450,0.13085635006427765
1483756210.318141,8500,0.14011801779270172
1483756319.9883032,8550,0.16053706407546997
1483756428.4493015,8600,0.14161166548728943
1483756537.5911927,8650,0.14433610439300537
1483756649.0154629,8700,0.13055431842803955
1483756757.0637453,8750,0.13828960061073303
1483756864.275845,8800,0.139506995677948
1483756973.418067,8850,0.1569712609052658
1483757082.3883393,8900,0.15542027354240417
1483757192.6604679,8950,0.12903104722499847
1483757301.2494204,9000,0.1321125626564026
1483757413.5070984,9050,0.16574959456920624
1483757521.492768,9100,0.14327068626880646
1483757630.1280189,9150,0.13211610913276672
1483757740.118665,9200,0.1317884773015976
1483757846.3016875,9250,0.13378845155239105
1483757955.6148438,9300,0.14466913044452667
1483758062.9287386,9350,0.1462288647890091
1483758173.2698255,9400,0.13670043647289276
1483758282.0808902,9450,0.13930605351924896
1483758390.0076947,9500,0.1298954337835312
1483758498.1894588,9550,0.13651713728904724
1483758606.504032,9600,0.1371566504240036
1483758719.2214665,9650,0.15573732554912567
1483758827.745505,9700,0.13554441928863525
1483758933.7925897,9750,0.15412196516990662
1483759043.142079,9800,0.15267223119735718
1483759153.1473813,9850,0.14191298186779022
1483759261.1290143,9900,0.12248092144727707
1483759371.4406471,9950,0.153743177652359
1483759479.5219526,10000,0.16752289235591888
1483759586.5129278,10050,0.14257846772670746
1483759696.7633376,10100,0.1480216234922409
1483759804.2508054,10150,0.1537083387374878
1483759912.2736695,10200,0.14372000098228455
1483760020.8162296,10250,0.12736161053180695
1483760129.78699,10300,0.13197734951972961
1483760235.9242904,10350,0.16170114278793335
1483760345.892084,10400,0.1351277083158493
1483760452.4778311,10450,0.14027228951454163
1483760562.7390182,10500,0.15403099358081818
1483760671.0361133,10550,0.1505257934331894
1483760779.517907,10600,0.1393066793680191
1483760888.5515041,10650,0.1333826333284378
1483760997.4935946,10700,0.13685205578804016
1483761103.9158938,10750,0.14548359811306
